着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,race_id,着順,枠番,馬番,人気
8,4.0,4.0,アグネスリバティ,牡8,57.0,中井裕二,2:03.7,1.1/4,56.0,7.0,496(-8),[西] 宮本博,202109020409,,,,
9,1.0,1.0,リリーモントルー,牡7,57.0,川須栄彦,2:04.2,3,186.2,9.0,442(-4),[西] 池添兼雄,202109020409,,,,
1,8.0,15.0,ビオグラフィー,牝4,52.0,藤岡康太,1:10.1,,10.4,4.0,484(-4),[西] 藤岡健一,202109020410,,,,
2,5.0,9.0,サウンドカナロア,牡5,54.0,岩田望来,1:10.2,1,4.8,1.0,474(0),[西] 村山明,202109020410,,,,
3,4.0,7.0,クリノアリエル,牝6,53.0,藤岡佑介,1:10.2,ハナ,6.3,3.0,420(0),[西] 武英智,202109020410,,,,
4,6.0,12.0,ファーストフォリオ,牝4,54.0,吉田隼人,1:10.3,クビ,18.1,9.0,436(+2),[西] 須貝尚介,202109020410,,,,
5,3.0,6.0,クーファウェヌス,牝6,54.0,秋山真一,1:10.3,クビ,10.4,5.0,502(-4),[西] 武幸四郎,202109020410,,,,
6,7.0,13.0,デルマカトリーナ,牝5,53.0,和田竜二,1:10.3,アタマ,10.4,6.0,436(-4),[西] 音無秀孝,202109020410,,,,
7,6.0,11.0,ビアイ,牝4,52.0,西村淳也,1:10.4,1/2,26.4,12.0,506(+8),[西] 畑端省吾,202109020410,,,,
8,5.0,10.0,サヴォワールエメ,牝5,52.0,団野大成,1:10.4,クビ,47.1,13.0,458(0),[西] 辻野泰之,202109020410,,,,
9,7.0,14.0,ハッシュゴーゴー,牝5,52.0,太宰啓介,1:10.6,1,21.9,11.0,458(0),[西] 荒川義之,202109020410,,,,
10,2.0,3.0,ダノンジャスティス,セ5,54.0,菱田裕二,1:10.7,1/2,52.0,14.0,500(0),[東] 田中博康,202109020410,,,,
11,3.0,5.0,グッドマックス,牝4,52.0,内田博幸,1:10.7,アタマ,11.9,7.0,460(-8),[東] 堀井雅広,202109020410,,,,
12,8.0,16.0,ボンボヤージ,牝4,53.0,川須栄彦,1:10.8,3/4,12.0,8.0,436(-8),[西] 梅田智之,202109020410,,,,
13,2.0,4.0,ファンタジステラ,牡7,54.0,松若風馬,1:11.0,1,62.3,15.0,438(0),[西] 音無秀孝,202109020410,,,,
14,4.0,8.0,コロラトゥーレ,牝7,52.0,加藤祥太,1:11.2,1.1/4,119.8,16.0,478(0),[西] 梅田智之,202109020410,,,,
15,1.0,1.0,メイショウミモザ,牝4,53.0,松山弘平,1:11.5,2,5.6,2.0,442(-6),[西] 池添兼雄,202109020410,,,,
16,1.0,2.0,セプタリアン,セ5,54.0,三浦皇成,1:11.8,1.3/4,18.3,10.0,494(-10),[西] 池添学,202109020410,,,,
1,6.0,8.0,レイパパレ,牝4,55.0,川田将雅,2:01.6,,12.2,4.0,422(-2),[西] 高野友和,202109020411,,,,
2,1.0,1.0,モズベッロ,牡5,57.0,池添謙一,2:02.3,4,68.8,6.0,486(+2),[西] 森田直行,202109020411,,,,
3,5.0,7.0,コントレイル,牡4,57.0,福永祐一,2:02.5,3/4,1.8,1.0,472(+16),[西] 矢作芳人,202109020411,,,,
4,8.0,12.0,グランアレグリア,牝5,55.0,ルメール,2:02.5,クビ,2.8,2.0,496(-6),[東] 藤沢和雄,202109020411,,,,
5,2.0,2.0,サリオス,牡4,57.0,松山弘平,2:02.7,1.1/4,5.8,3.0,538(0),[東] 堀宣行,202109020411,,,,
6,7.0,10.0,カデナ,牡7,57.0,鮫島克駿,2:03.0,1.3/4,182.5,11.0,484(+8),[西] 中竹和也,202109020411,,,,
7,3.0,3.0,アーデントリー,牡5,57.0,和田竜二,2:03.3,2,202.0,12.0,460(+4),[西] 川村禎彦,202109020411,,,,
8,4.0,4.0,ブラヴァス,牡5,57.0,三浦皇成,2:04.0,4,112.9,10.0,488(-4),[西] 友道康夫,202109020411,,,,
9,8.0,13.0,アドマイヤビルゴ,牡4,57.0,岩田望来,2:04.1,1/2,77.6,7.0,428(0),[西] 友道康夫,202109020411,,,,
10,4.0,5.0,ペルシアンナイト,牡7,57.0,幸英明,2:04.2,1/2,111.3,9.0,498(-2),[西] 池江泰寿,202109020411,,,,
11,6.0,9.0,クレッシェンドラヴ,牡7,57.0,内田博幸,2:04.7,3,95.1,8.0,498(-2),[東] 林徹,202109020411,,,,
12,5.0,6.0,ワグネリアン,牡6,57.0,吉田隼人,2:05.2,3,49.8,5.0,472(0),[西] 友道康夫,202109020411,,,,
13,7.0,11.0,ハッピーグリン,牡6,57.0,団野大成,2:11.9,大,283.0,13.0,466(-6),[西] 森秀行,202109020411,,,,
1,2.0,3.0,コカボムクイーン,牝6,55.0,三浦皇成,1:23.9,,16.8,6.0,480(-4),[西] 庄野靖志,202109020412,,,,
2,4.0,8.0,ソーラーフレア,牡6,57.0,中井裕二,1:24.0,1/2,119.2,14.0,464(-2),[東] 高柳瑞樹,202109020412,,,,
3,5.0,9.0,サダムスキャット,牝4,55.0,川須栄彦,1:24.1,3/4,2.4,1.0,466(0),[西] 中尾秀正,202109020412,,,,
4,3.0,5.0,グトルフォス,牡5,57.0,鮫島克駿,1:24.2,クビ,69.7,12.0,522(+8),[西] 浅見秀一,202109020412,,,,
5,6.0,11.0,サンライズナイト,牡6,57.0,池添謙一,1:24.4,1.1/2,19.6,8.0,498(+6),[西] 石坂公一,202109020412,,,,
6,7.0,14.0,フォルツァエフ,牡6,57.0,松本大輝,1:24.5,クビ,117.6,13.0,486(+2),[西] 森秀行,202109020412,,,,
7,1.0,2.0,メイショウヤクシマ,牡8,57.0,秋山真一,1:24.6,1/2,45.6,11.0,480(-2),[西] 笹田和秀,202109020412,,,,
8,7.0,13.0,ターゲリート,牡8,57.0,高倉稜,1:24.6,アタマ,255.5,16.0,486(-12),[東] 戸田博文,202109020412,,,,
9,1.0,1.0,ハルサカエ,牝5,55.0,岩田望来,1:25.1,3,163.9,15.0,510(-4),[東] 大竹正博,202109020412,,,,
10,6.0,12.0,カミノコ,牡6,57.0,松若風馬,1:25.1,アタマ,10.4,4.0,482(+2),[西] 森秀行,202109020412,,,,
11,5.0,10.0,リュウノゾロ,セ4,57.0,菅原隆一,1:25.2,1/2,15.9,5.0,468(-8),[東] 小野次郎,202109020412,,,,
12,3.0,6.0,オースミカテドラル,牡5,57.0,菱田裕二,1:25.4,1.1/4,25.7,10.0,464(-2),[西] 高橋亮,202109020412,,,,
13,8.0,15.0,トップオブメジャー,牡5,57.0,吉田隼人,1:25.5,3/4,4.7,2.0,476(-10),[西] 辻野泰之,202109020412,,,,
14,8.0,16.0,ジャスパーイーグル,牡4,57.0,森裕太朗,1:25.6,クビ,19.3,7.0,492(0),[西] 森秀行,202109020412,,,,
15,4.0,7.0,ケイアイビリジアン,セ5,57.0,幸英明,1:25.6,クビ,20.6,9.0,512(-8),[東] 奥平雅士,202109020412,,,,
16,2.0,4.0,カフェクラウン,牡5,57.0,ルメール,1:25.6,アタマ,6.4,3.0,518(-6),[東] 堀宣行,202109020412,,,,
1,1.0,2.0,モネ,牝3,54.0,津村明秀,1:26.3,,7.9,4.0,458(+2),[東] 牧光二,202205010101,,,,
2,2.0,4.0,ランコントル,牝3,54.0,Ｍ．デム,1:26.5,1,4.2,1.0,448(+6),[東] 矢野英一,202205010101,,,,
3,2.0,3.0,ジューンポンポン,牝3,54.0,田辺裕信,1:26.5,クビ,5.0,3.0,476(0),[東] 和田勇介,202205010101,,,,
4,1.0,1.0,エレガントミッシー,牝3,54.0,宮崎北斗,1:27.0,3,11.3,6.0,422(-4),[東] 佐藤吉勝,202205010101,,,,
5,4.0,7.0,ピカリエ,牝3,54.0,伊藤工真,1:27.1,3/4,4.6,2.0,490(+8),[東] 金成貴史,202205010101,,,,
6,4.0,8.0,リーディングラン,牝3,54.0,吉田豊,1:27.2,3/4,148.9,13.0,480(0),[東] 高橋文雅,202205010101,,,,
7,7.0,14.0,ムーンワード,牝3,54.0,武豊,1:27.4,1,14.3,8.0,490(-2),[東] 杉浦宏昭,202205010101,,,,
8,6.0,12.0,マテンロウボイス,牝3,53.0,亀田温心,1:27.7,1.3/4,8.8,5.0,468(-12),[東] 久保田貴,202205010101,,,,
9,3.0,5.0,アポロリップ,牝3,52.0,永野猛蔵,1:27.7,アタマ,18.2,9.0,516(+2),[東] 岩戸孝樹,202205010101,,,,
10,8.0,16.0,ルージュヴィーヴル,牝3,54.0,戸崎圭太,1:27.8,3/4,13.4,7.0,470(-2),[東] 田中博康,202205010101,,,,
11,5.0,9.0,キタノステート,牝3,54.0,丸田恭介,1:28.0,1,100.2,12.0,416(-4),[東] 石栗龍彦,202205010101,,,,
12,5.0,10.0,アイレスアン,牝3,54.0,石川裕紀,1:28.7,4,60.5,11.0,472(0),[東] 加藤征弘,202205010101,,,,
13,3.0,6.0,グレースミューズ,牝3,51.0,小林脩斗,1:28.9,1.1/4,562.2,15.0,430(-2),[東] 清水英克,202205010101,,,,
14,8.0,15.0,チェリー,牝3,54.0,菊沢一樹,1:29.0,1/2,325.6,14.0,450(-4),[東] 佐藤吉勝,202205010101,,,,
15,6.0,11.0,クリノリュウグウ,牝3,52.0,山田敬士,1:29.0,アタマ,582.8,16.0,432(-4),[東] 蛯名利弘,202205010101,,,,
16,7.0,13.0,ハロースクロール,牝3,51.0,横山琉人,1:29.1,クビ,27.8,10.0,428(+12),[東] 手塚貴久,202205010101,,,,
1,8.0,16.0,ヒノデミッチー,牡3,56.0,北村宏司,1:26.6,,4.0,2.0,516(0),[東] 松永康利,202205010102,,,,
2,6.0,12.0,ローヴェロ,牡3,56.0,ルメール,1:27.0,2.1/2,1.7,1.0,502(0),[東] 加藤征弘,202205010102,,,,
3,1.0,2.0,ジェイエルエース,牝3,54.0,野中悠太,1:27.3,1.3/4,14.5,5.0,496(0),[東] 小西一男,202205010102,,,,
4,6.0,11.0,グリーンダイヤル,牡3,56.0,丸山元気,1:27.7,2.1/2,10.8,4.0,486(0),[東] 高橋文雅,202205010102,,,,
5,1.0,1.0,カペラスター,牡3,54.0,永野猛蔵,1:28.1,2.1/2,54.0,9.0,472(0),[東] 清水英克,202205010102,,,,
6,8.0,15.0,ビルボードライブ,牝3,54.0,嶋田純次,1:28.6,2.1/2,68.6,11.0,420(0),[東] 戸田博文,202205010102,,,,
7,3.0,6.0,クールローズサクラ,牝3,54.0,津村明秀,1:28.6,クビ,10.7,3.0,464(0),[東] 矢野英一,202205010102,,,,
8,7.0,14.0,アイファーロブスト,牡3,56.0,大庭和弥,1:29.1,2.1/2,431.4,16.0,430(0),[東] 蛯名利弘,202205010102,,,,
9,3.0,5.0,ゴールドジャッジ,牡3,56.0,丸田恭介,1:29.1,クビ,27.2,7.0,468(0),[東] 天間昭一,202205010102,,,,
10,5.0,9.0,ビクロイ,牡3,56.0,菅原隆一,1:29.2,1/2,64.8,10.0,474(0),[東] 鈴木慎太,202205010102,,,,
11,2.0,4.0,タイガーキャット,牡3,54.0,山田敬士,1:29.7,3,280.4,15.0,464(0),[東] 鈴木伸尋,202205010102,,,,
12,4.0,8.0,フレンドキャット,牡3,56.0,松岡正海,1:30.0,1.1/2,224.5,14.0,456(0),[東] 南田美知,202205010102,,,,
13,7.0,13.0,レガーロフェリス,牡3,56.0,柴田大知,1:30.3,2,150.8,12.0,474(0),[東] 清水英克,202205010102,,,,
14,2.0,3.0,ヌマ,牝3,54.0,吉田豊,1:30.5,1.1/2,16.7,6.0,436(0),[東] 尾関知人,202205010102,,,,
15,5.0,10.0,エターナルパール,牝3,53.0,木幡育也,1:31.2,4,187.3,13.0,484(0),[東] 宗像義忠,202205010102,,,,
16,4.0,7.0,キョウエイカーク,牡3,56.0,木幡初也,1:31.9,4,53.3,8.0,524(0),[東] 武市康男,202205010102,,,,
1,2.0,4.0,グローリー,牡3,56.0,丸田恭介,1:39.1,,190.7,13.0,468(-6),[東] 佐藤吉勝,202205010103,,,,
2,4.0,8.0,バックスクリーン,牡3,56.0,Ｍ．デム,1:39.2,1,6.3,4.0,510(-8),[東] 斎藤誠,202205010103,,,,
3,4.0,7.0,セイゲン,牡3,54.0,永野猛蔵,1:39.3,1/2,11.3,6.0,480(+6),[東] 中川公成,202205010103,,,,
4,3.0,5.0,ブラックピアノ,牡3,56.0,大野拓弥,1:39.4,クビ,4.8,2.0,470(+6),[東] 松永康利,202205010103,,,,
5,8.0,16.0,ホウオウベリテ,牡3,56.0,田辺裕信,1:39.6,1.1/2,5.2,3.0,444(-4),[東] 高木登,202205010103,,,,
6,7.0,14.0,サイモンソーラン,牡3,56.0,吉田豊,1:40.1,3,45.6,10.0,486(+6),[東] 勢司和浩,202205010103,,,,
7,5.0,10.0,ケイアイユニバース,牡3,56.0,藤岡佑介,1:40.1,ハナ,3.1,1.0,474(+10),[東] 上原博之,202205010103,,,,
8,8.0,15.0,ラブシックボッサ,牡3,56.0,丸山元気,1:40.8,4,33.7,8.0,462(0),[東] 伊藤大士,202205010103,,,,
9,6.0,11.0,キージュピター,牡3,56.0,北村宏司,1:41.0,1.1/4,36.1,9.0,496(-6),[東] 青木孝文,202205010103,,,,
10,6.0,12.0,ヤマニンクイッカー,牡3,56.0,野中悠太,1:41.4,2.1/2,253.9,14.0,464(+4),[東] 田島俊明,202205010103,,,,
11,3.0,6.0,ジャスティンダイヤ,牡3,56.0,横山武史,1:41.5,1/2,7.8,5.0,498(+6),[東] 伊藤圭三,202205010103,,,,
12,7.0,13.0,プロキシーファイト,牡3,53.0,横山琉人,1:42.2,4,907.2,16.0,480(+2),[東] 大江原哲,202205010103,,,,
13,2.0,3.0,キャノンコア,牡3,56.0,石川裕紀,1:42.5,1.3/4,48.5,11.0,434(+4),[東] 加藤征弘,202205010103,,,,
14,1.0,1.0,マイネルシデン,牡3,56.0,柴田大知,1:43.4,5,100.8,12.0,460(-10),[東] 萱野浩二,202205010103,,,,
15,1.0,2.0,アマリリス,牝3,52.0,山田敬士,1:43.6,1.1/4,733.8,15.0,418(-22),[東] 小桧山悟,202205010103,,,,
16,5.0,9.0,ピンクペッパー,牡3,56.0,江田照男,1:43.9,2,27.7,7.0,502(-4),[東] 小野次郎,202205010103,,,,
1,1.0,2.0,リッキーマジック,牝3,54.0,田辺裕信,1:36.9,,91.2,12.0,516(-6),[東] 加藤征弘,202205010104,,,,
2,6.0,12.0,ビヨンドザファザー,牡3,56.0,石川裕紀,1:37.4,3.1/2,107.0,13.0,500(-8),[西] 藤岡健一,202205010104,,,,
3,8.0,16.0,ヴァルツァーシャル,牡3,56.0,藤岡佑介,1:37.6,1.1/4,3.2,2.0,480(+10),[東] 高木登,202205010104,,,,
4,2.0,4.0,サクセスローレル,牡3,55.0,亀田温心,1:37.7,クビ,82.3,11.0,506(+2),[西] 北出成人,202205010104,,,,
5,2.0,3.0,フルオール,牡3,56.0,横山武史,1:37.7,ハナ,11.6,5.0,450(+2),[東] 斎藤誠,202205010104,,,,
6,6.0,11.0,カンピオーネ,牡3,56.0,丸山元気,1:38.0,2,45.7,7.0,500(0),[東] 栗田徹,202205010104,,,,
7,4.0,8.0,モナルヒ,牡3,56.0,津村明秀,1:38.0,ハナ,28.9,6.0,454(-8),[西] 小崎憲,202205010104,,,,
8,7.0,13.0,トーセンエルドラド,牡3,56.0,江田照男,1:38.1,1/2,147.2,14.0,526(-4),[東] 田村康仁,202205010104,,,,
9,3.0,5.0,ジュタロウ,牡3,56.0,武豊,1:38.3,1.1/4,2.1,1.0,468(0),[西] 河内洋,202205010104,,,,
10,1.0,1.0,ワールドコネクター,牡3,56.0,ルメール,1:38.3,クビ,9.2,4.0,552(+4),[東] 藤沢和雄,202205010104,,,,
11,4.0,7.0,カフェカルマ,牡3,56.0,北村宏司,1:39.0,4,7.7,3.0,516(+6),[東] 古賀慎明,202205010104,,,,
12,5.0,9.0,フーリッシュホビー,牝3,54.0,Ｍ．デム,1:39.1,1/2,49.3,8.0,460(-14),[西] 杉山佳明,202205010104,,,,
13,5.0,10.0,コスモルーテウス,牡3,56.0,柴田大知,1:39.1,ハナ,215.7,16.0,466(+2),[東] 田中博康,202205010104,,,,
14,3.0,6.0,タイセイジャスパー,牡3,54.0,永野猛蔵,1:39.6,2.1/2,59.7,9.0,494(-4),[東] 伊藤圭三,202205010104,,,,
15,7.0,14.0,アルムマッツ,牡3,56.0,岩田康誠,1:40.0,2.1/2,184.2,15.0,476(-2),[西] 中竹和也,202205010104,,,,
16,8.0,15.0,ヴォルケニック,牡3,56.0,大野拓弥,1:40.2,1.1/4,65.2,10.0,484(+6),[東] 高柳瑞樹,202205010104,,,,
1,3.0,5.0,ベジャール,牡3,56.0,ルメール,1:48.2,,3.2,2.0,560(+2),[東] 田中博康,202205010105,,,,
2,5.0,9.0,フォーグッド,牡3,56.0,武豊,1:48.2,アタマ,5.2,3.0,512(+8),[東] 国枝栄,202205010105,,,,
3,8.0,15.0,ベストフィーリング,牡3,56.0,横山武史,1:48.5,1.3/4,1.7,1.0,498(+6),[東] 手塚貴久,202205010105,,,,
4,7.0,14.0,トリプルスリル,牡3,56.0,戸崎圭太,1:49.1,3.1/2,21.2,5.0,490(+6),[東] 牧光二,202205010105,,,,
5,6.0,12.0,ノーブルガルフ,牡3,54.0,永野猛蔵,1:49.3,3/4,199.6,11.0,480(+6),[東] 久保田貴,202205010105,,,,
6,1.0,1.0,ローズナイトシチー,牡3,56.0,Ｍ．デム,1:49.4,3/4,13.6,4.0,464(-4),[東] 金成貴史,202205010105,,,,
7,2.0,3.0,スズナミ,牡3,53.0,横山琉人,1:49.4,1/2,176.0,10.0,406(+8),[東] 林徹,202205010105,,,,
8,6.0,11.0,デカメロン,牝3,52.0,山田敬士,1:49.5,1/2,115.9,9.0,398(+2),[東] 小桧山悟,202205010105,,,,
9,5.0,10.0,リュウバター,牡3,55.0,亀田温心,1:49.6,1/2,438.7,16.0,480(-6),[東] 田中清隆,202205010105,,,,
10,4.0,7.0,ホウオウバリスタ,牡3,56.0,岩田康誠,1:49.8,1,75.5,7.0,524(-4),[東] 稲垣幸雄,202205010105,,,,
11,3.0,6.0,サントゥアーリオ,セ3,56.0,江田照男,1:49.8,アタマ,336.6,13.0,454(-4),[東] 武藤善則,202205010105,,,,
12,2.0,4.0,アルティマナイト,牡3,56.0,大野拓弥,1:50.1,1.3/4,104.2,8.0,500(-4),[東] 柄崎孝,202205010105,,,,
13,1.0,2.0,コスモマーチ,牡3,56.0,柴田大知,1:50.1,クビ,378.4,14.0,428(+4),[東] 田中清隆,202205010105,,,,
14,7.0,13.0,ナイルプロジェクト,牝3,54.0,石川裕紀,1:50.2,3/4,416.1,15.0,436(-10),[東] 高柳瑞樹,202205010105,,,,
15,4.0,8.0,ミュージアムピース,牡3,56.0,杉原誠人,1:50.5,1.1/2,277.1,12.0,462(-2),[東] 伊藤大士,202205010105,,,,
16,8.0,16.0,エイシンドゥルガー,牝3,54.0,松岡正海,1:50.8,2,75.0,6.0,478(-2),[東] 田中剛,202205010105,,,,
1,2.0,3.0,アルゲンテウス,牡3,56.0,武豊,1:37.6,,5.2,3.0,464(0),[東] 小島茂之,202205010106,,,,
2,1.0,1.0,ブルーグラスソング,牝3,54.0,田辺裕信,1:37.7,1,10.7,6.0,434(0),[東] 大竹正博,202205010106,,,,
3,7.0,13.0,アルマラウラ,牝3,54.0,吉田豊,1:37.9,1.1/4,92.0,10.0,468(0),[東] 高橋文雅,202205010106,,,,
4,4.0,7.0,インサニティ,牝3,54.0,岩田康誠,1:37.9,アタマ,58.4,9.0,438(0),[東] 高橋文雅,202205010106,,,,
5,8.0,15.0,クロシュ,牝3,54.0,丸田恭介,1:38.2,1.1/2,95.1,12.0,450(0),[東] 宗像義忠,202205010106,,,,
6,2.0,4.0,ルージュノブレス,牝3,54.0,戸崎圭太,1:38.4,1.1/4,6.2,4.0,438(0),[東] 手塚貴久,202205010106,,,,
7,8.0,16.0,トシギャングスター,牡3,56.0,丸山元気,1:38.5,1,3.5,1.0,474(0),[東] 林徹,202205010106,,,,
8,6.0,11.0,カナラクリーク,牡3,56.0,横山武史,1:38.6,3/4,4.4,2.0,490(0),[東] 手塚貴久,202205010106,,,,
9,7.0,14.0,マリノヴィーナス,牝3,54.0,木幡初也,1:38.6,アタマ,105.2,13.0,446(0),[東] 武市康男,202205010106,,,,
10,4.0,8.0,ナスノアイゲツ,牡3,56.0,菊沢一樹,1:38.7,クビ,7.2,5.0,448(0),[東] 矢野英一,202205010106,,,,
11,5.0,10.0,アーストラベル,牝3,52.0,永野猛蔵,1:38.7,ハナ,19.3,7.0,406(0),[東] 和田勇介,202205010106,,,,
12,1.0,2.0,ランビリズマ,牝3,54.0,柴田大知,1:39.0,1.3/4,166.8,15.0,494(0),[東] 加藤士津,202205010106,,,,
13,6.0,12.0,ムーランマグノリア,牝3,54.0,武士沢友,1:39.3,2,251.2,16.0,442(0),[東] 鈴木慎太,202205010106,,,,
14,3.0,5.0,サトノタケル,牡3,56.0,松岡正海,1:39.4,クビ,92.8,11.0,488(0),[東] 田中剛,202205010106,,,,
15,5.0,9.0,ウインオリハルコン,牡3,56.0,石川裕紀,1:40.2,5,28.5,8.0,446(0),[東] 鹿戸雄一,202205010106,,,,
16,3.0,6.0,テイエムジャーニー,牡3,56.0,菅原隆一,1:40.6,2,157.9,14.0,460(0),[東] 石栗龍彦,202205010106,,,,
1,2.0,3.0,フィールザワールド,牡4,56.0,藤岡佑介,1:25.7,,3.3,1.0,476(+4),[東] 岩戸孝樹,202205010107,,,,
2,2.0,4.0,ユイノチャッキー,牡4,56.0,吉田豊,1:25.8,1/2,13.0,7.0,508(0),[東] 竹内正洋,202205010107,,,,
3,6.0,11.0,ブラックパンサー,牡4,56.0,田辺裕信,1:25.9,1/2,8.5,5.0,504(+8),[東] 田村康仁,202205010107,,,,
4,8.0,16.0,トロワシャルム,セ5,55.0,永野猛蔵,1:26.0,1/2,18.8,8.0,470(-16),[東] 鹿戸雄一,202205010107,,,,
5,5.0,10.0,アポロセイラン,牡5,54.0,横山琉人,1:26.1,1/2,45.0,9.0,480(+8),[東] 武藤善則,202205010107,,,,
6,6.0,12.0,ブルメンダール,牡4,56.0,Ｍ．デム,1:26.2,3/4,4.7,2.0,474(+4),[東] 国枝栄,202205010107,,,,
7,5.0,9.0,ユングヴィ,牡4,56.0,江田照男,1:26.3,1/2,6.4,3.0,472(+20),[東] 大江原哲,202205010107,,,,
8,8.0,15.0,クリノパイソン,セ4,53.0,小林脩斗,1:26.5,1.1/2,90.2,12.0,482(-18),[東] 蛯名利弘,202205010107,,,,
9,4.0,7.0,バウンティハンター,牡5,57.0,松岡正海,1:26.6,クビ,54.7,11.0,496(-4),[東] 村田一誠,202205010107,,,,
10,7.0,14.0,ダイチヴィット,牡5,57.0,武士沢友,1:26.7,3/4,241.5,14.0,468(+10),[東] 蛯名利弘,202205010107,,,,
11,1.0,1.0,ホワイトクロウ,セ4,56.0,岩田康誠,1:26.7,ハナ,6.8,4.0,456(+2),[東] 矢野英一,202205010107,,,,
12,3.0,5.0,ヴァンデリオン,牡5,57.0,野中悠太,1:26.9,1,50.6,10.0,494(+10),[東] 根本康広,202205010107,,,,
13,4.0,8.0,ビバヴィットーリオ,牡5,57.0,横山武史,1:27.0,3/4,9.3,6.0,536(+14),[東] 戸田博文,202205010107,,,,
14,1.0,2.0,ラピカズマ,牡4,56.0,丸田恭介,1:27.5,2.1/2,161.9,13.0,522(+40),[東] 高橋文雅,202205010107,,,,
15,7.0,13.0,シングンバズーカ,牡5,57.0,伊藤工真,1:28.0,3,253.4,15.0,488(+8),[東] 伊坂重信,202205010107,,,,
16,3.0,6.0,マルス,牡4,55.0,木幡育也,1:28.3,2,367.8,16.0,456(+10),[東] 田中清隆,202205010107,,,,
1,5.0,9.0,ダノンラスター,セ6,57.0,ルメール,2:11.8,,1.4,1.0,472(+6),[東] 堀宣行,202205010108,,,,
2,3.0,6.0,グレートバローズ,牡5,57.0,岩田康誠,2:12.5,4,7.8,4.0,480(+2),[西] 辻野泰之,202205010108,,,,
3,5.0,10.0,ラヴォラーレ,牡4,56.0,田辺裕信,2:12.6,3/4,7.7,3.0,524(0),[東] 武市康男,202205010108,,,,
4,3.0,5.0,ヴォートルエロー,牡5,57.0,江田照男,2:12.7,クビ,111.6,12.0,496(0),[東] 田村康仁,202205010108,,,,
5,1.0,2.0,ポップフランセ,牡6,57.0,北村宏司,2:13.1,2.1/2,45.8,7.0,462(+6),[西] 小林真也,202205010108,,,,
6,8.0,15.0,キスラー,牡6,57.0,武豊,2:13.6,2.1/2,6.8,2.0,484(-2),[西] 池江泰寿,202205010108,,,,
7,4.0,7.0,オーマオ,牡6,57.0,石川裕紀,2:13.8,1.1/2,28.2,5.0,458(+8),[西] 村山明,202205010108,,,,
8,8.0,16.0,ダルムシュタット,セ5,57.0,丸田恭介,2:14.0,1.1/4,72.7,9.0,480(+6),[東] 栗田徹,202205010108,,,,
9,1.0,1.0,フーズサイド,牡6,54.0,横山琉人,2:14.2,1.1/4,70.0,8.0,508(+2),[東] 堀井雅広,202205010108,,,,
10,6.0,11.0,エターナルボンド,牡5,55.0,永野猛蔵,2:14.3,1/2,38.1,6.0,520(+10),[東] 伊藤圭三,202205010108,,,,
11,2.0,4.0,ユメノサキ,セ7,57.0,大野拓弥,2:14.6,1.3/4,93.7,10.0,542(+10),[東] 新開幸一,202205010108,,,,
12,2.0,3.0,アヴァニイ,牝5,54.0,亀田温心,2:14.8,1.1/2,223.0,15.0,504(-2),[東] 加藤征弘,202205010108,,,,
13,4.0,8.0,シュッドヴァデル,牡6,57.0,津村明秀,2:15.2,2.1/2,126.6,13.0,512(+2),[東] 松山将樹,202205010108,,,,
14,7.0,14.0,ネオストーリー,牡5,57.0,丸山元気,2:15.4,1.1/4,104.3,11.0,470(+2),[東] 林徹,202205010108,,,,
15,6.0,12.0,ヒシエレガンス,セ5,57.0,藤岡佑介,2:16.5,7,204.5,14.0,488(-2),[東] 堀宣行,202205010108,,,,
16,7.0,13.0,サンシロウ,牡8,54.0,小林脩斗,2:19.0,大,321.8,16.0,512(+2),[東] 柄崎孝,202205010108,,,,
1,1.0,1.0,ロードエクレール,牡4,53.0,石川裕紀,1:36.2,,23.0,10.0,474(0),[東] 斎藤誠,202205010109,,,,
2,8.0,13.0,アドマイヤルプス,セ5,56.0,ルメール,1:36.4,1.1/4,2.7,1.0,550(+6),[東] 加藤征弘,202205010109,,,,
3,3.0,4.0,ボルサリーノ,牡5,54.0,Ｍ．デム,1:36.5,3/4,15.3,7.0,480(+8),[西] 杉山晴紀,202205010109,,,,
4,3.0,3.0,オーバーディリバー,セ6,55.0,横山武史,1:36.7,1,7.9,5.0,488(+6),[東] 萩原清,202205010109,,,,
5,6.0,10.0,プリマジア,牡5,55.0,田辺裕信,1:36.7,クビ,7.3,2.0,476(+8),[東] 金成貴史,202205010109,,,,
6,8.0,14.0,ボイラーハウス,牡4,54.0,江田照男,1:36.9,1,7.5,4.0,502(0),[東] 竹内正洋,202205010109,,,,
7,5.0,7.0,クリノドラゴン,牡4,54.0,武豊,1:37.2,2,7.5,3.0,480(+2),[西] 大橋勇樹,202205010109,,,,
8,5.0,8.0,スズカゴウケツ,牡5,55.0,藤岡佑介,1:37.3,クビ,20.8,8.0,488(+4),[東] 伊藤圭三,202205010109,,,,
9,7.0,12.0,ホッコーハナミチ,牡4,54.0,戸崎圭太,1:37.3,ハナ,9.6,6.0,482(-6),[西] 長谷川浩,202205010109,,,,
10,2.0,2.0,カフェスペランツァ,牡5,55.0,松岡正海,1:37.5,1,73.6,13.0,514(+10),[東] 中舘英二,202205010109,,,,
