着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,race_id
9,6,11,サブノジュニア,牡7,59.0,森泰斗,1:22.9,ハナ,97.4,15.0,532(0),[地] 堀千亜樹,202105010211
10,8,16,ステルヴィオ,牡6,58.0,横山武史,1:23.1,3/4,9.5,3.0,500(+6),[東] 木村哲也,202105010211
11,1,2,スマートダンディー,牡7,56.0,内田博幸,1:23.3,1.1/2,46.5,11.0,502(+2),[西] 石橋守,202105010211
12,7,13,サクセスエナジー,牡7,57.0,酒井学,1:23.3,アタマ,52.5,13.0,550(-6),[西] 北出成人,202105010211
13,6,12,テイエムサウスダン,牡4,55.0,石橋脩,1:23.4,3/4,10.2,4.0,546(+2),[西] 飯田雄三,202105010211
14,2,4,ダイメイフジ,牡7,56.0,柴田大知,1:24.0,3.1/2,151.1,16.0,524(0),[西] 森田直行,202105010211
15,5,10,メイショウテンスイ,牡4,55.0,蛯名正義,1:24.8,5,23.9,9.0,514(-6),[西] 南井克巳,202105010211
16,4,8,スマートセラヴィー,牡5,56.0,戸崎圭太,1:25.5,4,17.2,7.0,498(-10),[西] 矢作芳人,202105010211
1,5,5,ルナシオン,牝4,54.0,ルメール,1:48.2,,1.8,1.0,492(+26),[東] 藤沢和雄,202105010212
2,8,8,ミトロジー,牡5,57.0,横山武史,1:48.4,1.1/4,10.2,4.0,496(+12),[東] 尾関知人,202105010212
3,2,2,コーカス,セ7,57.0,三浦皇成,1:48.4,クビ,13.3,5.0,508(0),[西] 藤原英昭,202105010212
4,4,4,フォワードアゲン,セ4,56.0,柴田善臣,1:48.5,1/2,5.2,3.0,416(-10),[東] 中野栄治,202105010212
5,7,7,シャチ,牡4,53.0,原優介,1:48.6,3/4,134.3,8.0,472(+2),[東] 小桧山悟,202105010212
6,3,3,グラナタス,セ5,57.0,大野拓弥,1:48.9,1.1/2,138.6,9.0,482(0),[東] 鹿戸雄一,202105010212
7,1,1,エメラルスター,牡7,57.0,石橋脩,1:49.3,2.1/2,25.7,6.0,470(+4),[東] 相沢郁,202105010212
8,8,9,ヴァイスブリッツ,セ6,57.0,津村明秀,1:50.1,5,46.1,7.0,442(-22),[東] 小手川準,202105010212
中,6,6,ルイジアナママ,牝5,55.0,戸崎圭太,,,3.7,2.0,454(+6),[東] 新開幸一,202105010212
1,6,12,スズカビーチ,牝3,51.0,小林脩斗,1:26.6,,6.8,5.0,472(0),[東] 伊藤圭三,202105010301
2,4,8,アイアゲート,牝3,54.0,津村明秀,1:26.9,1.3/4,4.7,2.0,494(+2),[東] 田中博康,202105010301
3,6,11,ボレロ,牝3,54.0,三浦皇成,1:27.2,2,5.7,4.0,458(-12),[東] 矢野英一,202105010301
4,3,6,エーアイダンサー,牝3,54.0,丸山元気,1:27.5,1.1/2,10.5,6.0,440(-6),[東] 畠山吉宏,202105010301
5,7,14,エコロマリン,牝3,54.0,横山武史,1:27.6,1/2,30.2,7.0,468(0),[東] 菊沢隆徳,202105010301
6,2,4,ビービーラノビア,牝3,54.0,大野拓弥,1:27.6,ハナ,54.7,8.0,432(+6),[東] 中舘英二,202105010301
7,8,16,サンランシング,牝3,54.0,北村宏司,1:27.8,1.1/2,80.9,11.0,472(0),[東] 新開幸一,202105010301
8,2,3,アデウス,牝3,54.0,丸田恭介,1:27.9,1/2,85.7,12.0,448(+2),[東] 佐藤吉勝,202105010301
9,1,1,グルナピーク,牝3,54.0,柴田大知,1:28.2,1.1/2,4.8,3.0,438(+2),[東] 中川公成,202105010301
10,5,10,コトブキアリエス,牝3,51.0,原優介,1:28.5,2,76.0,10.0,446(+26),[東] 田島俊明,202105010301
11,7,13,カード,牝3,54.0,江田照男,1:28.8,2,3.3,1.0,456(0),[東] 清水英克,202105010301
12,5,9,ウンジョウノメガミ,牝3,54.0,木幡巧也,1:28.8,ハナ,57.9,9.0,456(-4),[東] 伊藤大士,202105010301
13,4,7,スクリーニング,牝3,54.0,野中悠太,1:29.1,1.3/4,179.7,14.0,450(-6),[東] 小西一男,202105010301
14,8,15,レジーナピアノ,牝3,54.0,杉原誠人,1:29.4,1.3/4,258.7,15.0,470(-18),[東] 佐藤吉勝,202105010301
15,3,5,ミカンタルト,牝3,54.0,伊藤工真,1:29.5,クビ,165.2,13.0,440(+10),[東] 林徹,202105010301
16,1,2,シャイニークロレ,牝3,54.0,岩部純二,1:29.5,クビ,338.9,16.0,488(+2),[東] 浅野洋一,202105010301
1,5,10,ブーケオブアイリス,牡3,56.0,木幡巧也,1:19.0,,5.9,2.0,492(-4),[東] 杉浦宏昭,202105010302
2,4,8,イルクオーレ,牡3,56.0,石橋脩,1:19.1,1/2,8.4,5.0,504(-4),[東] 高橋文雅,202105010302
3,7,14,レオンベルガー,牡3,56.0,ルメール,1:19.5,2.1/2,1.9,1.0,484(+4),[東] 鹿戸雄一,202105010302
4,5,9,マイブリュージュ,牝3,54.0,戸崎圭太,1:19.8,2,46.1,8.0,474(0),[東] 池上昌和,202105010302
5,1,2,ノーマロエア,牝3,54.0,北村宏司,1:20.0,1,98.5,10.0,458(-2),[東] 松永康利,202105010302
6,2,3,シゲルヒラトリ,牡3,56.0,三浦皇成,1:20.2,1.1/2,7.8,4.0,476(-2),[東] 水野貴広,202105010302
7,8,16,バルネージュ,セ3,56.0,大野拓弥,1:20.5,1.1/2,6.0,3.0,512(-2),[東] 牧光二,202105010302
8,1,1,マスケティアーズ,牡3,56.0,杉原誠人,1:20.6,1/2,141.5,13.0,470(+2),[東] 小桧山悟,202105010302
9,2,4,ジェットセッター,牡3,56.0,Ｍ．デム,1:20.9,1.3/4,25.1,6.0,460(+2),[東] 加藤士津,202105010302
10,7,13,ハテンコウ,牡3,56.0,吉田豊,1:21.1,1,134.9,11.0,430(-2),[東] 小野次郎,202105010302
11,3,6,ブリリアントパーク,牝3,54.0,江田照男,1:21.1,ハナ,29.9,7.0,464(0),[東] 栗田徹,202105010302
12,6,12,デュランタ,セ3,56.0,嶋田純次,1:21.1,クビ,658.4,16.0,494(+14),[東] 的場均,202105010302
13,4,7,サンファボル,セ3,56.0,柴田大知,1:21.2,3/4,95.9,9.0,472(0),[東] 高橋裕,202105010302
14,3,5,ミツカネジュピター,牡3,56.0,内田博幸,1:21.4,1,143.5,14.0,498(+8),[東] 本間忍,202105010302
15,6,11,サクセスビリーブ,牝3,54.0,丸田恭介,1:21.4,ハナ,136.9,12.0,482(-14),[東] 蛯名利弘,202105010302
16,8,15,フェスティヴパイカ,牝3,51.0,原優介,1:23.2,大,542.5,15.0,448(-6),[東] 根本康広,202105010302
1,8,16,オセアダイナスティ,牡3,56.0,ルメール,1:37.4,,3.1,2.0,500(+6),[東] 加藤征弘,202105010303
2,3,5,ノーリス,牡3,56.0,津村明秀,1:39.0,10,2.0,1.0,524(0),[東] 手塚貴久,202105010303
3,7,13,トーセンマルコ,牡3,56.0,丸田恭介,1:39.4,2.1/2,8.7,4.0,464(-2),[東] 土田稔,202105010303
4,3,6,アポロスマイル,牝3,54.0,横山武史,1:39.5,1/2,8.3,3.0,482(0),[東] 岩戸孝樹,202105010303
5,1,2,スズノイナズマ,牡3,53.0,原優介,1:39.5,クビ,17.2,5.0,470(+2),[東] 深山雅史,202105010303
6,5,10,アレッサンドロ,牡3,56.0,嘉藤貴行,1:39.9,2.1/2,109.6,11.0,456(-6),[東] 高柳瑞樹,202105010303
7,2,3,トドロキゲキジョウ,牡3,56.0,江田照男,1:40.3,2.1/2,34.5,8.0,482(-6),[東] 武市康男,202105010303
8,6,12,エイジ,牡3,56.0,北村宏司,1:40.4,1/2,29.1,7.0,496(+2),[東] 中舘英二,202105010303
9,2,4,グローリアスカムイ,牝3,54.0,木幡巧也,1:40.7,1.3/4,60.3,9.0,462(-8),[東] 松山将樹,202105010303
10,1,1,レイダンジチ,牡3,56.0,杉原誠人,1:40.8,1/2,455.7,16.0,506(-4),[東] 斎藤誠,202105010303
11,6,11,スピリットノア,牡3,56.0,宮崎北斗,1:41.0,1,179.7,13.0,522(+2),[東] 田村康仁,202105010303
12,8,15,ゼンダンツバキ,牝3,54.0,吉田豊,1:41.5,3,254.3,14.0,454(-2),[東] 勢司和浩,202105010303
13,4,7,マブサンシティー,牡3,56.0,柴田大知,1:41.5,アタマ,145.0,12.0,450(+4),[東] 伊藤大士,202105010303
14,5,9,ウフララ,牡3,56.0,嶋田純次,1:41.6,3/4,104.8,10.0,498(-6),[東] 尾形和幸,202105010303
15,7,14,ハムレボ,牡3,56.0,内田博幸,1:42.0,2.1/2,22.1,6.0,500(-8),[東] 大竹正博,202105010303
16,4,8,アスキットローラ,牝3,54.0,伊藤工真,1:43.1,7,384.7,15.0,426(-14),[東] 和田雄二,202105010303
1,6,12,キャビア,牡3,56.0,Ｍ．デム,1:40.9,,4.0,2.0,474(0),[東] 宗像義忠,202105010304
2,4,7,ペイシャジュン,牡3,56.0,武士沢友,1:41.0,1/2,16.6,7.0,488(0),[東] 高橋裕,202105010304
3,8,15,ビービーモノローグ,牡3,56.0,杉原誠人,1:41.7,4,62.2,11.0,458(0),[東] 高柳瑞樹,202105010304
4,6,11,テキサスブロンコ,牡3,56.0,大野拓弥,1:42.5,5,14.1,5.0,464(0),[東] 高木登,202105010304
5,5,9,エスティエレガント,牝3,54.0,宮崎北斗,1:42.5,ハナ,19.9,9.0,470(0),[東] 清水英克,202105010304
6,7,13,シルヴェラード,牡3,56.0,柴田大知,1:43.0,3.1/2,17.8,8.0,422(0),[東] 田島俊明,202105010304
7,1,2,ヴェロン,牡3,56.0,三浦皇成,1:43.2,1.1/4,7.3,3.0,462(0),[東] 高木登,202105010304
8,8,16,ミキノカラクリバコ,牡3,56.0,菅原隆一,1:43.3,クビ,111.2,15.0,530(0),[東] 南田美知,202105010304
9,5,10,アイアムヤルワヨ,牝3,54.0,柴田善臣,1:43.4,1/2,2.6,1.0,504(0),[東] 奥平雅士,202105010304
10,3,6,アルファシャルマン,牝3,54.0,田中勝春,1:43.5,1/2,14.9,6.0,490(0),[東] 浅野洋一,202105010304
11,7,14,ウォーロード,牡3,56.0,内田博幸,1:43.5,クビ,98.5,14.0,494(0),[東] 和田勇介,202105010304
12,2,3,ファストブレイク,牝3,54.0,丸田恭介,1:43.6,1,63.3,12.0,424(0),[東] 宗像義忠,202105010304
13,1,1,フィールファイン,牡3,56.0,嘉藤貴行,1:43.6,ハナ,70.5,13.0,412(0),[東] 大和田成,202105010304
14,4,8,トウカイキュニスカ,牝3,54.0,江田照男,1:43.6,ハナ,11.7,4.0,474(0),[東] 菊川正達,202105010304
15,3,5,シルバーコレクター,牝3,51.0,原優介,1:44.7,7,163.1,16.0,470(0),[東] 武市康男,202105010304
16,2,4,レオスパンキー,牡3,56.0,木幡巧也,1:45.0,2,32.4,10.0,514(0),[東] 牧光二,202105010304
1,2,3,ジェニーアムレット,牝3,54.0,三浦皇成,2:26.3,,4.1,2.0,462(+4),[東] 加藤征弘,202105010305
2,3,5,マイネルスキーブ,牡3,56.0,柴田大知,2:27.0,4,25.5,7.0,464(+2),[東] 田島俊明,202105010305
3,7,14,マイネルヒッツェ,牡3,56.0,戸崎圭太,2:27.0,クビ,21.3,6.0,456(0),[東] 高木登,202105010305
4,6,11,モンサンラディウス,牡3,56.0,木幡巧也,2:27.1,1/2,99.3,9.0,498(-6),[東] 牧光二,202105010305
5,4,8,エクセレントタイム,牡3,56.0,丸山元気,2:27.1,クビ,15.2,5.0,496(+8),[東] 中川公成,202105010305
6,7,13,マジックビーム,牡3,56.0,田中勝春,2:27.6,3,210.3,11.0,462(0),[東] 高橋祥泰,202105010305
7,5,10,ノワールドゥジェ,牝3,54.0,横山武史,2:27.8,1.1/4,6.9,3.0,468(-8),[東] 宮田敬介,202105010305
8,3,6,イモータルソウル,牡3,56.0,丸田恭介,2:28.1,1.3/4,93.9,8.0,474(-6),[東] 畠山吉宏,202105010305
9,8,16,ミラキュラスサイン,牡3,56.0,吉田豊,2:28.2,クビ,213.2,12.0,448(+2),[東] 戸田博文,202105010305
10,1,2,イッツライフ,牝3,54.0,杉原誠人,2:28.2,ハナ,400.0,13.0,450(+8),[東] 伊藤伸一,202105010305
11,1,1,テンサウザンドケイ,牡3,56.0,大野拓弥,2:28.7,3,11.9,4.0,488(-2),[東] 杉浦宏昭,202105010305
12,8,15,コスモザウル,牡3,53.0,宮崎北斗,2:28.9,1.1/2,537.2,16.0,468(-6),[東] 小笠倫弘,202105010305
13,6,12,アレンシュタイン,牡3,56.0,ルメール,2:29.5,3.1/2,1.7,1.0,414(-2),[東] 堀宣行,202105010305
14,2,4,ドラコテソーロ,牡3,53.0,原優介,2:29.6,1/2,178.7,10.0,470(0),[東] 加藤和宏,202105010305
15,4,7,モンテモナコ,牝3,51.0,小林脩斗,2:33.2,大,517.8,15.0,412(-3),[東] 蛯名利弘,202105010305
中,5,9,トゥインクルタワー,牡3,56.0,嶋田純次,,,456.1,14.0,476(-2),[東] 相沢郁,202105010305
1,6,8,カイザーバローズ,牡3,56.0,津村明秀,1:47.6,,3.2,2.0,452(0),[西] 中内田充,202105010306
2,8,13,アルディートクライ,牡3,56.0,戸崎圭太,1:48.0,2.1/2,5.1,3.0,478(0),[西] 矢作芳人,202105010306
3,3,3,チャックネイト,牡3,56.0,石橋脩,1:48.2,1,5.7,4.0,486(0),[東] 堀宣行,202105010306
3,5,6,ディキシーデイズ,牡3,56.0,ルメール,1:48.2,同着,2.7,1.0,490(0),[東] 藤沢和雄,202105010306
5,4,4,イペラティーヴァ,牝3,54.0,木幡巧也,1:48.6,2.1/2,130.8,11.0,452(0),[東] 高柳瑞樹,202105010306
6,7,11,レキオノユメ,牡3,56.0,吉田豊,1:48.7,1,91.3,10.0,478(0),[東] 中川公成,202105010306
7,6,9,ナインストーリーズ,牝3,54.0,大野拓弥,1:48.7,ハナ,10.0,5.0,398(0),[東] 大和田成,202105010306
8,5,7,ジョイアスチャント,牡3,56.0,三浦皇成,1:48.8,クビ,21.6,6.0,538(0),[西] 藤原英昭,202105010306
9,1,1,ブライティアキイ,牝3,54.0,石川裕紀,1:49.1,2,89.1,8.0,488(0),[東] 稲垣幸雄,202105010306
10,4,5,アンノウンヒーロー,牡3,56.0,横山武史,1:50.1,6,60.9,7.0,464(0),[東] 黒岩陽一,202105010306
11,7,10,ヤマニンフィスキオ,牝3,54.0,丸山元気,1:50.9,5,145.8,12.0,466(0),[東] 稲垣幸雄,202105010306
12,8,12,ジェステミニョン,牝3,54.0,宮崎北斗,1:50.9,アタマ,89.7,9.0,456(0),[東] 中川公成,202105010306
13,2,2,シバノハーイデーグ,牡3,56.0,内田博幸,1:52.9,大,300.3,13.0,436(0),[東] 加藤和宏,202105010306
1,3,5,シンハリング,牝4,55.0,ルメール,1:33.0,,4.8,3.0,504(+14),[東] 国枝栄,202105010307
2,2,3,アオイクレアトール,牡4,57.0,戸崎圭太,1:33.1,3/4,2.4,1.0,486(+16),[東] 古賀慎明,202105010307
3,6,11,カンパーニャ,牡5,54.0,原優介,1:33.3,1.1/4,111.0,13.0,462(+4),[東] 畠山吉宏,202105010307
4,7,13,バルトリ,牝4,55.0,横山武史,1:33.3,クビ,4.4,2.0,456(-6),[東] 藤沢和雄,202105010307
5,1,1,アルファウェーブ,セ4,57.0,杉原誠人,1:33.4,1/2,101.1,12.0,532(-6),[東] 藤沢和雄,202105010307
6,4,8,オルテール,牡4,56.0,内田博幸,1:33.6,1.1/4,23.9,8.0,516(+10),[東] 堀宣行,202105010307
7,8,16,アドマイヤチャチャ,牝4,55.0,三浦皇成,1:34.0,2,29.4,9.0,452(0),[東] 柄崎孝,202105010307
8,6,12,トライフォーリアル,セ4,57.0,木幡巧也,1:34.0,クビ,229.8,14.0,506(-2),[東] 萩原清,202105010307
9,7,14,ナリノクリスティー,牝4,55.0,津村明秀,1:34.1,クビ,34.7,10.0,456(+2),[東] 上原博之,202105010307
10,8,15,ドラウプニル,セ5,57.0,石橋脩,1:34.2,3/4,19.0,7.0,494(+16),[東] 黒岩陽一,202105010307
11,5,9,ノーエクスキューズ,牡4,57.0,北村宏司,1:34.2,クビ,13.6,5.0,512(+14),[東] 和田正一,202105010307
12,4,7,ニシノゲンセキ,牡6,57.0,大野拓弥,1:34.3,クビ,89.1,11.0,492(+14),[東] 杉浦宏昭,202105010307
13,2,4,ポレンティア,牝4,55.0,柴田善臣,1:34.3,アタマ,10.8,4.0,502(-6),[東] 田中博康,202105010307
14,1,2,アドゥシール,牝5,55.0,柴田大知,1:34.6,1.3/4,430.7,16.0,458(-8),[東] 勢司和浩,202105010307
15,5,10,ナタンドラ,牝4,55.0,石川裕紀,1:35.7,7,354.2,15.0,434(-14),[東] 浅野洋一,202105010307
16,3,6,レッドアダン,牡4,57.0,Ｍ．デム,1:36.3,3.1/2,18.6,6.0,466(-4),[東] 尾関知人,202105010307
1,3,6,アースビヨンド,セ6,57.0,横山典弘,1:19.0,,2.3,1.0,512(+4),[東] 伊藤大士,202105010308
2,2,3,カラーズオブラヴ,牝4,55.0,武士沢友,1:19.1,クビ,56.4,12.0,472(0),[東] 和田勇介,202105010308
3,4,7,ルヴァンヴェール,牡4,57.0,江田照男,1:19.2,3/4,25.0,6.0,502(+6),[東] 竹内正洋,202105010308
4,1,1,トーアシオン,セ5,57.0,木幡巧也,1:19.2,ハナ,30.4,9.0,482(-14),[東] 星野忍,202105010308
5,5,10,ネオトゥルー,牡4,57.0,横山武史,1:19.3,1/2,12.5,3.0,478(+4),[東] 鈴木伸尋,202105010308
6,8,15,タイキスウォード,牡4,54.0,小林脩斗,1:19.3,クビ,2.7,2.0,456(-8),[東] 高橋祥泰,202105010308
7,2,4,ココラ,牝4,55.0,蛯名正義,1:19.6,1.3/4,30.9,10.0,462(0),[東] 大和田成,202105010308
8,1,2,エレガンテレイナ,牝4,55.0,大野拓弥,1:19.7,クビ,16.9,5.0,454(+10),[東] 高柳瑞樹,202105010308
9,7,13,サツキマス,牝4,55.0,吉田豊,1:20.0,1.3/4,62.2,13.0,444(-16),[東] 田島俊明,202105010308
10,8,16,グランドストローク,牡4,57.0,石川裕紀,1:20.1,1,97.0,14.0,468(+12),[東] 水野貴広,202105010308
11,6,11,アテンフェアリー,牝5,55.0,内田博幸,1:20.5,2.1/2,26.0,7.0,478(+8),[東] 萱野浩二,202105010308
12,7,14,ホープホワイト,牝4,55.0,北村宏司,1:20.6,クビ,29.1,8.0,458(0),[東] 武井亮,202105010308
13,4,8,グラスディアブロ,牡4,57.0,嶋田純次,1:20.8,1,53.7,11.0,474(+4),[東] 手塚貴久,202105010308
14,6,12,ラブサンキュー,牝5,52.0,原優介,1:21.1,1.3/4,240.3,16.0,474(-3),[東] 星野忍,202105010308
15,3,5,コールザチューン,牝5,55.0,田辺裕信,1:22.2,7,14.9,4.0,496(+12),[東] 上原博之,202105010308
16,5,9,サンマルマオリオ,牝4,55.0,野中悠太,1:29.7,大,176.5,15.0,464(-16),[東] 佐藤吉勝,202105010308
1,1,2,アヴェラーレ,牝3,54.0,ルメール,1:22.1,,1.9,1.0,426(+2),[東] 木村哲也,202105010309
2,8,16,タイニーロマンス,牝3,54.0,内田博幸,1:22.3,1.1/4,7.6,4.0,518(-6),[東] 金成貴史,202105010309
3,2,3,グローリアスカペラ,牝3,54.0,Ｍ．デム,1:22.7,2.1/2,15.7,6.0,514(+2),[東] 土田稔,202105010309
4,8,15,コウソクカレン,牝3,54.0,石橋脩,1:22.8,3/4,21.4,7.0,492(0),[東] 中舘英二,202105010309
5,5,10,シャドウファックス,牝3,54.0,北村宏司,1:23.0,1.1/4,15.7,5.0,442(-4),[東] 宮田敬介,202105010309
6,7,14,スマイルアモーレ,牝3,54.0,三浦皇成,1:23.0,クビ,27.1,8.0,444(0),[東] 加藤士津,202105010309
7,5,9,サトノアイ,牝3,54.0,横山典弘,1:23.1,クビ,7.1,3.0,414(-2),[西] 須貝尚介,202105010309
8,6,11,ハイプリーステス,牝3,54.0,柴田善臣,1:23.2,1,458.9,15.0,414(0),[東] 星野忍,202105010309
9,1,1,ルージュアドラブル,牝3,54.0,戸崎圭太,1:23.3,3/4,4.4,2.0,390(0),[東] 国枝栄,202105010309
10,7,13,オリアメンディ,牝3,54.0,木幡巧也,1:23.3,アタマ,316.3,14.0,452(-4),[東] 斎藤誠,202105010309
11,3,6,キョウエイロナ,牝3,54.0,江田照男,1:23.4,クビ,283.8,12.0,426(+4),[東] 萱野浩二,202105010309
12,2,4,セントポーリア,牝3,54.0,柴田大知,1:23.5,3/4,288.6,13.0,450(-2),[東] 高橋祥泰,202105010309
13,4,7,サンマルセレッソ,牝3,54.0,蛯名正義,1:23.6,3/4,163.9,11.0,436(-4),[東] 中野栄治,202105010309
14,4,8,グロリユーノワール,牝3,54.0,石川裕紀,1:23.7,3/4,140.3,10.0,434(-2),[東] 清水英克,202105010309
15,3,5,ニシノエルサ,牝3,54.0,大野拓弥,1:23.9,3/4,134.3,9.0,448(0),[東] 中野栄治,202105010309
16,6,12,トーセンマリア,牝3,54.0,武士沢友,1:24.1,1.1/4,628.3,16.0,458(-6),[東] 古賀史生,202105010309
1,7,13,エイムアンドエンド,牡6,55.0,石橋脩,1:21.2,,13.5,6.0,504(+6),[東] 奥村武,202105010310
2,1,2,グレイテスト,牝5,53.0,津村明秀,1:21.3,3/4,8.1,3.0,484(+8),[東] 武市康男,202105010310
3,2,3,エクレアスピード,セ5,54.0,嘉藤貴行,1:21.5,3/4,45.7,14.0,478(+6),[東] 大和田成,202105010310
4,1,1,トロシュナ,牝5,52.0,北村宏司,1:21.7,1.1/4,6.2,2.0,476(0),[東] 大竹正博,202105010310
5,8,16,ヘイワノツカイ,牡5,54.0,石川裕紀,1:21.7,ハナ,14.9,8.0,456(-2),[東] 相沢郁,202105010310
6,4,7,シュバルツボンバー,セ6,55.0,三浦皇成,1:21.8,3/4,14.7,7.0,524(-2),[東] 本間忍,202105010310
7,8,15,ロジアイリッシュ,牝4,53.0,丸山元気,1:21.8,ハナ,8.9,4.0,512(+2),[東] 国枝栄,202105010310
8,4,8,コスモヨハネ,牡9,54.0,柴田大知,1:21.8,ハナ,40.5,13.0,498(-4),[東] 高橋裕,202105010310
9,5,9,シトラスノキセキ,牝5,52.0,吉田豊,1:21.8,ハナ,74.1,15.0,438(+8),[東] 加藤征弘,202105010310
10,3,5,セイウンパワフル,牡4,54.0,内田博幸,1:21.8,アタマ,18.8,11.0,476(+2),[東] 斎藤誠,202105010310
11,2,4,ノヴェッラ,牝5,52.0,野中悠太,1:21.9,1/2,15.2,10.0,492(-6),[東] 宮田敬介,202105010310
12,5,10,ココフィーユ,牝5,52.0,田中勝春,1:22.0,1/2,34.4,12.0,450(+2),[東] 斎藤誠,202105010310
13,3,6,アシェット,牝6,51.0,武士沢友,1:22.0,ハナ,14.9,9.0,436(-4),[東] 高橋文雅,202105010310
14,6,11,ヤマニンプレシオサ,牝4,53.0,江田照男,1:22.0,アタマ,12.7,5.0,472(+4),[東] 星野忍,202105010310
15,7,14,スイートセント,牝5,52.0,横山武史,1:22.1,1/2,3.4,1.0,446(+2),[東] 栗田徹,202105010310
16,6,12,トモジャファイブ,牡5,53.0,杉原誠人,1:22.6,2.1/2,204.8,16.0,508(-6),[東] 鈴木伸尋,202105010310
1,4,8,パルティアーモ,牝5,54.0,ルメール,2:25.4,,2.9,1.0,500(+4),[東] 池上昌和,202105010311
2,6,11,リリーピュアハート,牝4,53.0,三浦皇成,2:25.6,1.1/4,3.5,2.0,440(-2),[西] 藤原英昭,202105010311
3,3,6,ゼーゲン,牡6,55.0,石橋脩,2:25.6,ハナ,16.4,5.0,434(-2),[東] 堀宣行,202105010311
4,2,4,サトノラディウス,牡5,56.0,田辺裕信,2:25.6,クビ,4.8,3.0,494(+16),[東] 国枝栄,202105010311
5,7,13,キタサンバルカン,牡5,56.0,戸崎圭太,2:25.7,3/4,7.0,4.0,442(-2),[東] 奥村武,202105010311
6,7,14,シンボ,牡4,54.0,石川裕紀,2:25.8,クビ,28.0,8.0,458(-4),[西] 小崎憲,202105010311
7,4,7,バイマイサイド,牡6,56.0,横山武史,2:25.9,3/4,20.7,6.0,482(+12),[西] 池江泰寿,202105010311
8,1,2,レティキュール,牝5,52.0,丸山元気,2:26.2,2,21.1,7.0,450(0),[西] 斉藤崇史,202105010311
